frame,split,width,height,thermal_dtype,thermal_mean,thermal_std,thermal_min,thermal_max,rgb_mean,rgb_sha256,thermal_sha256
000004,val,460,445,uint8,81.209,58.424,0,255,114.064,e7162fc34f1d665e4deb0838f49690be79f214b5e360ee022f2a0deabfb924d9,98b44d02d7a269b2e0de667945bfb4870842a7897d2c773f6d44037c2110ad75
000005,val,460,445,uint8,81.369,58.631,0,255,117.259,91687f5e86a458e5d994c6eb6fa9477ce15721c82a5252d6388b040eb452304e,907079edd1a880652c5785997453039286e41cb08981173251658e6932104851
000006,val,460,445,uint8,81.619,58.846,0,255,118.846,fcba80569ffc96082ae434ac8d55d944757023f1253d3f5a73d0a45ccbbdf90d,9b120bb07ef3b900f284891a29f89646b20dff567a6e9c82ef94dbd439b89f04
000007,val,460,445,uint8,81.402,59.003,0,255,119.832,26fa4cb1c54c1c7f962f71c9d360a037a9abdca8848f06d747508a1db5a452e7,8774f3145c1becd5d6976c2efceec150e671099ca71f62167cd258c2a62c5698
000008,val,460,445,uint8,81.007,58.621,0,255,119.971,c251cbe2cd0465586740f35d07b9aa7dd6607cf3991e5dcd28a3eb2cec0ffa18,b590832a42b2024906ddbd558efa751de30a72627f7b2404612ab40d3e00b372
000009,val,460,445,uint8,80.915,58.443,0,255,120.014,06b4ce67c4a6f2ab8c679db93e79332dba6152faf99ee78f8ba3af7f02b8e5a7,861247edcad60e4610c596ba755433f3ddfc962b5b4b0e6b9e3128636a48bd48
000010,val,460,445,uint8,80.818,58.318,0,255,120.435,dd50b90f1869763388bbe821061273d5350bc29eb1254435aca2224a0dbce766,c4fad206670c5ecb658a8c25a7ad39767a65069a5e54b62897e4e6d76cbc8ffc
000011,val,460,445,uint8,81.002,58.257,0,255,120.615,5179db3064aa89248bf3beca23c61438423530055ae454dbe7d9b136e3f767f5,448f864e14b9d5dbd208bd3badfd3a2f381fabc08ead2621babccbfce811e8b6
000012,val,460,445,uint8,81.194,58.286,0,255,120.742,17f890ec0328328914d8f228dfffc0df7769c4094c57acd68edd312460878f3d,8ea7c5db28a89f254df1099380c9bedca24d9c020298ca7384b4d52497fa0df0
000013,val,460,445,uint8,81.216,58.244,0,255,120.793,d0b13b34fe6483a621bdc5bd39e497d6e780201415b9986cc1e74fb52cbd6652,bc73050ae1b7ebda8c4107d896f5d43784160839353d819b63a670f308be6d35
000014,val,460,445,uint8,81.282,58.265,0,255,120.815,49551eb299c616f5000bea7a5d4c4b971aaa5c43ed63f03e716bf8f942e69aa3,9d9a82031ad22a5e10328f58033518616caf9b025d129ff9b05900481c61a390
000015,val,460,445,uint8,81.083,58.248,0,255,120.451,35bff7f62785f555e605309cd96334d9b66e8a7c69ce69a63bc685a425e6644e,92bbdf95cf8d23ed447824f94892da14b65b728b00031c6575dbebac6d9b6753
000016,val,460,445,uint8,81.203,58.54,0,255,120.357,a1f4453b4a3974ddbd58359b567b00d460c61d1b37091249b53321b70b4c169e,3153c3d735da1a339bba75b43d5969e66d809aa4360f372fdf50f48fb7404793
000017,val,460,445,uint8,81.293,58.792,0,255,120.016,1f3f2fd32263d92a73425dc7614855dcacc3ed898c7ebd379ddf55b0ffda6dff,6011ae918e8d20905269f6325a698426600435549f065e5eb89e9c0c6eb3a8ff
000018,val,460,445,uint8,81.378,58.798,0,255,119.67,8f547412b973ae108543b305074a94537a02c76b91d7a7642df459e5ff1d1871,9cf4abffd977d70937e13bd53abab60641ad6a88c63f6748a45c63bba9360a97
000019,val,460,445,uint8,81.369,58.875,0,255,119.546,eccd23e64cda2438f19dd12e7662b174d3b84df53c8ea627536b362891a57b80,355719a1a4fa6d2baff719818ae8dfc673275dce0bc580151cc3bf135e794e51
000020,val,460,445,uint8,81.344,58.991,0,255,119.317,40960cf42cd9aea8598c2bb9a2bb8f547f690fdf22efc357981b32cf38cf590f,1c5ae1ac17079c39f5841676da24883dfed37a819b4269cc807cb2cc6837f81a
000021,val,460,445,uint8,81.164,58.928,0,255,118.963,4a65c853aee9b3ba8f9876a5702257249a34ad3357b1cbe846b085232967e89a,851d8294a95294194e70865340d7db983014a168db5540c79f2fda2db2d74e88
000022,val,460,445,uint8,81.456,59.063,0,255,118.478,f90b51ee2b440f2b2f326c454b4c3475ed5c086c9c3f829b9721614ab46c241a,a539901e655fc980e4401f0bd9bee4eafd25979814d98f24ad4bc03bedcfd7c6
000023,val,460,445,uint8,81.244,59.232,0,255,117.442,5cd6b3ec78197ea077d3fb905405cf375ca071e515e3c239047bac78237e9c2d,bafa6c834cbab952c2d5e27dde9e634d2f5ef345877551f3929010aaf5e5667e
000024,val,460,445,uint8,81.476,59.298,0,255,115.64,56851ffa7c801a0e8c82b92ca04e3672f38460a850bdd8ee952a1adbbe3627ef,446e277e0c75427f74309374634a56887e5a27571c09c587af423be15ee62bdb
000025,val,460,445,uint8,81.748,59.504,0,255,120.606,d951de143a3212601bb64f0429db123ae71c1f0654cfff8cd70947dc24748cea,5a2e12a55624f1f86e52e35e518d3f2a4f3ac404ce25e49813209d68a1bcf861
000026,val,460,445,uint8,81.598,59.349,0,255,126.29,7a5b9891b2b163d127c59b500188027cf7c13f52847101b24ae56f78801510c8,a4cfc9f5874347164d49656870c47e6f828436034e37f50c530bf991a63a18e2
000027,val,460,445,uint8,82.412,59.414,0,255,127.535,6f0e1864ebe3f9e0325d12090cc275cacf680f0401122d39b1c886abd5f8ab8a,b7f8170a92c9731ea926c3a02c89ed4302e9694e08ef03bcc4b1a044657e4595
000028,val,460,445,uint8,83.849,59.917,0,255,128.067,7ae48c695afa93e738b3c96b4d476eea5a78c2a3f26e2229ce1506fa73cd5ebf,c2ee41ccd913180c96d6f267dbaf1951e7ab086d1839b1d4ffbd2fb2ed76e3d5
000029,val,460,445,uint8,84.799,60.537,0,255,134.199,fe9874e8b8315d5d3df28937a3843a27dc4aaf2c915be142fb7c84db5e5bf86e,52380a2da5e9bf22daaebdb63601135b52adbb325d7de91f0d75a91b601c2f5c
000030,val,460,445,uint8,85.657,60.23,0,255,134.814,377c0bb7f7648573100350d673f047f99059e23aa942c8840a294b769674b39f,c1850ac6b4a4fb308f1a60c32d6f544b17a55191130030e2107b312d836d07c8
000031,val,460,445,uint8,86.867,58.998,0,255,124.549,ff09a753021a75f1d5cd4703da7e43cf3c6bd45f7ad87253152020d4b7612969,7d8bbcfe0ce955ebb903e1a6b91c63bc25211f94c3e2cf5e3c42a39d72d39b12
000032,val,460,445,uint8,82.538,56.87,0,255,120.691,44470e18a8fcffba23f4c434d91d5630457b5a7fbc2f94b78da1567207487d6e,2b3f616905b533d6337e4e114ba9cf54f2b795de61becef52b05a20b49db27c1
000033,val,460,445,uint8,79.335,55.709,0,255,120.415,3d786dc84510b233b3b6488c6d4a4d1e5b6fb50a687d7494cbab5ad991da6b12,b212cb214ec7afa84b1d2f18076ffc3637369fa292b651c4011bd20726e654ae
000034,val,460,445,uint8,77.531,56.414,0,255,120.201,0e8d5cd32c164730a9649fb28bbd7602dc9b3eb8b78d12e497509b983ce9fa6e,4a002d2fdabca7e998ba9052c2dd6549d4e2968892e31aee26ef9e9fa5681aba
000035,val,460,445,uint8,78.735,57.866,0,255,129.944,b31d4e9dfe2104aa96b947840b714a269411623f0ddcd22efe1bb5deae880bb5,4cd8284984796b37c43ff5b459d94c4edf99f5f14f706bced0bed7e3666d76d0
000036,val,460,445,uint8,80.427,58.464,0,255,139.201,55454c044753b58b79af9bb4b6f0ea9c43d6f5d18d8be5afd2d2d1ca818f3ddb,78d368982138a4af4e798d76a12e9338f2e15c06f2a18e864b87c1654b429a77
000037,val,460,445,uint8,80.77,58.657,0,255,124.849,2a5bc0fcb78fba2a8dfecf8ecc6f1172def84098af81bf04cfeb5f1274a4d11c,dad9d04e3f9c639df5bf4b0399124fa6868532f4948b6d52f97c5e1b4a4681c5
000038,val,460,445,uint8,81.839,57.462,0,255,119.806,2bc22543695246536f7ff9830af783c366dfe0dbbc55f2d68201b80c1d6eafd0,3015325be3846df09a61a6f652f686836cd88c08f0b82dffb7a2f2abf143b828
000039,val,460,445,uint8,85.564,59.108,0,255,119.393,2c7a1d693aca4030e158094a8fb9870d1e793efeb59daaa6b8886195e3481d9e,80653a63e46fcfb7a851f9fa168eeaec97674584c05a06bac733e9edd3af5c77
000040,val,460,445,uint8,79.409,56.126,0,255,119.567,5ef78403375f9bd737a3a09de24b61649c42bdc58f79b64343cc9a7f4fdf0e7d,4d932fe1f90d3252bc502cd63a89cf82a6f2c55c12db6e196a12dec5aa52b65f
000041,val,460,445,uint8,81.201,58.317,0,255,119.399,71894230df6d7b6c15fc380863434d97acc5f2138802ac4f29e57b2cad28166e,daf35e9c72b5bcbb0d18e696630ddc60cfa2ca5b43288d4fc557916788c8f929
000042,val,460,445,uint8,83.562,60.175,0,255,119.376,946bb79a11b1e47030c948ab8cff22cc5050e7f4f43bd786ee76182de42afd23,d719f3f8b47d19d202fa65c5f929e0c922ea2533b1a2b1d9cc1c4059289f5548
000043,val,460,445,uint8,83.767,60.497,0,255,117.1,8090c9e7e50e3db7a761f672bcdfc63abccf69141594e7bfd76ec1d23a200b3f,8f501c776553687f3cdf4c3954eaf20b8fd5d07d355477ce50ac94f35c6506f0
000044,val,460,445,uint8,83.867,60.544,0,255,104.2,b9aab1dd908ea6bec0903ec33c746c7ee8b2016b0f80424655c8990f5df45f7a,16adaa2ff703fbf8ffc52a0ce04b466d78eb1a37658f575d021ad5c4eac9e5b2
000045,val,460,445,uint8,83.83,60.502,0,255,122.693,c9087655ab87f9bf5e6acb7bbb5ba95150ff56ece8f9c459c5902e04e44a3318,a9cb151dd0ccd170098531365b073f5ab600146bb4c80a37bbec2c73d8f25817
000046,val,460,445,uint8,83.378,60.351,0,255,131.55,17f20512de421fc5a7bfd8483d6d777707269e685757e3eba99f7d825a4ad230,c80f13e2b0c2a2292c0b78832dd77d3fbd4e71a10fd1c0a3e6c1b8b54b0804f3
000047,val,460,445,uint8,84.815,58.524,0,255,131.428,5f52977e213733227cdf44c621582f885936248b092bfd69d13b267c13abcfc6,eab31dcb9100bed30b3160fcfc869c0cfd1bd700426a483bb97d99e293c5f577
000048,val,460,445,uint8,86.945,58.591,0,255,126.005,9deefddfe5d0ee009404ae53766965e07c842ec508f946f0b03af6d32cd67f5b,4806d7939b2290f0ce4f965c3e293439d28114884901da0d439e1b3562216514
000049,val,460,445,uint8,81.546,60.443,0,255,124.378,e571ad9b8e79581720b35b4e53b426c3200e0d0ca818f37f96096ecbdb2a76b4,c3ed020eebfdaacf19d7b919d161b391daf796f41409381c4ed5a96e2ccc37a1
000050,val,460,445,uint8,77.539,59.56,0,255,125.248,456c5558717ce32edeb56aa2a716b6ca01a0b8354e7992490055ae64448538dc,70ec4be78df241e5ad28f5087d69f25fc8ffa4f13daa8d26036bf39987664ace
000051,val,460,445,uint8,76.544,57.55,0,255,124.209,7fefc64306ba9fb529a0d659e2c099637947470ca1ce712131f9a8e620aa44c2,ddc03ff03ea77d7cf8d29ab61bca669fba354ebfa3d6816ea22a96d421db6487
000052,val,460,445,uint8,76.668,57.121,0,255,124.097,c98488ccae50d9395e8d17b0506579a357bdecfc48ec6382166a1b8f86c6b806,9d33b3aef9344b338c48b4b8124a60ffdf642d7507f3038aa70d0f9236569bef
000053,val,460,445,uint8,76.714,56.93,0,255,123.992,d1d606c608f367b1687a320800c89666ed8ba42066b91e67c0118315eccff3d6,619dd8d7f580ee67f1d5a7cee8697e4ff41f9ecadb438e8e6cd7b537f12413c4
000054,val,460,445,uint8,76.619,57.019,0,255,126.504,0ef9cde17944e4faa0021353209c65b616341a14384a7dfc86248e1d736d72ec,a377491938805855aa11cf0be08a3bf91e89d5f89719f462de33db99548e59c9
000055,val,460,445,uint8,77.122,57.339,0,255,126.886,853dad6e799d6117e6117b77874dc618290731396dc7dfde98a8b4516bcc39f4,cd96fe9a6a0c62fd2b33307bfa2afacac27082a81e86306f3db7878918fd6058
000056,val,460,445,uint8,77.469,57.367,0,255,126.882,9dd1724df3a8c16697753071cb4b9d30696d50ab8281ea34da22c030936999eb,eb05a9d49696faa98eb6e5df7f73042c8a1f068c9eb4ecd618d074a610cf3612
000057,val,460,445,uint8,77.633,57.264,0,255,126.813,320148251209e9b080f1fb8a89545e18b4439828d67eddbd982f326c16f58ea8,d8a34e9153fdbc15a84ffeb1e0257ca86465dec79faa10591c99089baa282c65
000058,val,460,445,uint8,76.396,56.8,0,255,126.285,5ddd29c3f249d3ecca56c263700105c3c1d3a792e2577912a8341b13bbe131ed,aeae1e9c46ae3def7e6990cca081f3f6000c0dab0e14df106a331231738cde8d
000059,val,460,445,uint8,76.153,56.731,0,255,126.032,0592a4d81ccb3e3556b89763fb52b8970292e565f6ac0699c625db6ad9c382cd,d8fea6113f5e14802d3aef6991239daa7b648efed433ef72b21d298df89b946e
000060,val,460,445,uint8,76.492,56.672,0,255,125.586,906eb9938c3bc88def87959f4d6cbafe30d17b47c0071c398a76b8453ab182ae,0efdfe414789bcc34bb61f1b798ec1a33d6aba649c0e22eba9aebc1c9a9ff663
000061,val,460,445,uint8,76.811,56.682,0,255,125.469,15b6f2008cec1c3aa5c22ac643a558141525bc9acb3817b7dbb3d5b26097eb98,21ec6491c5ce047af12c5caca1bb0f1439a22bc0bbd0d7db232e86a9825bac53
000062,val,460,445,uint8,76.473,56.736,0,255,125.326,37406f93cb71986eba9ce996ba90f3dcefcbf0a87e794b5a1229707c3ee637fa,80d77f80ee5127c1b1e7f08e5ff3b0556a067be6af4b6188741c98543772cd0f
000063,val,460,445,uint8,77.149,56.935,0,255,124.958,e0322ff1e525cb9f6e77c28e6c67063cc3337eb11a0f0aa121205781641ad066,18a54d8db42198971a98edcfb690ef4a8dc227ddfd53a718d13ed195645d1f8f
000064,val,460,445,uint8,77.057,56.801,0,255,125.551,2aed601ecfb82f07119a944571ba31bf87d10fe13d3b24c58fdc569429182b09,2f9c30b5e09f481d6ab0a94740e2042043e792eb251240170e2fd88b31d6e15e
000065,val,460,445,uint8,76.767,56.881,0,255,126.597,e0d107296c18d4e89ca281b1bd28924ac93f5bdc311947aeaf21a69f02e8f83d,911789c17c782897ccc07dc5aeb88ffffd1257b2953e10283c866b91235bf4c4
000066,val,460,445,uint8,77.023,56.839,0,255,126.707,b4ba041359dc1d8bf8c58a510a23792d55d0e97ea7ae01e286eb2087c0322ad7,2fc22bf2e1f91f17c2706fe3aecddcc15d438357e0bdfdc0797a511736413c92
000067,val,460,445,uint8,77.423,56.903,0,255,126.824,88879f03ce039ef741727a61ca1d666489e1e7437affd137eb420b6f31f22058,949e1897bd8d26312b49e0b1008291951d0e238bf6191a5803a964a5dfb8150a
000068,val,460,445,uint8,76.677,56.637,0,255,126.649,f3f2d3b600ddd73bdd07bb25e5851ce69e19c4b2b37130771ac31e8f933c48a3,bfa53e0311caad3751f3cb3463147b0b5679e1bb67bc871d4c97e2f11c66f994
000069,val,460,445,uint8,76.331,56.741,0,255,126.606,62294489bc30d4a3887f6b03d392bd3f85bc9ec2049f3b7ccf740f0d67b73207,16ee249f70f38b8863df29c1da0b2ef23f87be205367686ceae629a1bb58dcf4
000070,val,460,445,uint8,76.43,56.735,0,255,126.642,74a00c8f27d173e755d093aaa193a80b63d18aaa6492d658e5f42bd4b8edc1ba,d7d7b29e1f9c5cc5735aece05fa29b6d7dbe03b19538451fabd10330f6fed54c
000071,val,460,445,uint8,76.484,56.703,0,255,126.716,3d4a1c6b774826274652749df949c6babf2a7b5a5d81ae84e4c7b28921dc4e41,ce516936808c358b51904a706c8ca1cd377ce6edd065e8751dd8ab3b9bd4cda0
000072,val,460,445,uint8,76.448,56.701,0,255,126.775,f037427a364d93a65b61515ce36dfd126f47e4b83e56fab8fe9ddeb1c694cdfd,9b9326b9c3c34974b2e3ac9644c0c36e629f05d4cde2f0628cb00db1465bb2c3
000073,val,460,445,uint8,75.51,57.479,0,255,126.733,8bb8feab943930b95a58dea9d602015654eeab8b18dcd6b619a8626893d6ea80,1403b4032b0e8bd04503046fda36fd60eb47b77b62bccad71f8884b54ef38ef5
000074,val,460,445,uint8,76.878,56.785,0,255,126.735,01036f486630d948dc881bfce9a5d14e2c3de2fde5b2e3e9978233c2fd98940c,02c1ea249e07e708471b1dcfc2b53486f34aedfc026a07233196eaf1d7c0d8bc
000075,val,460,445,uint8,77.303,56.844,0,255,126.454,472f4ecb94802ec901a6a3d3b0a790722283651f572f1b49daedcfaa025dbb99,56259e62a264fd2013bd07ec6495b7dc392ba50247c1cd8c11b483c18532a22c
000076,val,460,445,uint8,77.149,56.833,0,255,126.476,b1da4ed2570198b5271f847dfda6235722990c893ec374bf6b41cb2d404f2abf,e18535d7b7482449e75ac9d6f6680757fe1f72270601f6ea2b7fca74127a4c49
000077,val,460,445,uint8,77.312,56.852,0,255,121.926,41dc754d012ef4db9883f80d2366ff424c6e46ca3755c2214edf78079c8ea0a1,4358f454dab52744be7ed129134115648b3ea672d4f319e991f7b817f35f417e
000078,val,460,445,uint8,77.191,57.007,0,255,127.221,73482a2aeed88f6ab8ec8228d8ac407e637f948bec82f16e521fbf26221cd149,2abced7203844ade2e209d1e8ea7ff85ffb266b43e28d8c0f248d42f948d576c
000079,val,460,445,uint8,76.797,56.904,0,255,128.225,9c3e8683216adef6426001e6eb88786abc10659e3f090db795b1c797d601d30b,d7de0acf32c6246abc88c3d045255f3deae9b385eecf7e3b6cf8544159970437
000080,val,460,445,uint8,76.458,56.66,0,255,132.654,7251a501a4ad746e8c1f850a39963e5a3f9e6d12842c7f7d110c619210fbf31e,8230aad890ee7528fbd6c65455243820aae624fe5ddb968e165967f7c3e4ec11
000081,val,460,445,uint8,78.931,57.865,0,255,138.275,d48e6f68af42b1b2ca86d8e7880051facb3ea92a9f4a5b64a2e73d43b04ffede,b61520a827847b58052ff067c5f41931c31c3b7bd93807a8473fa4bf414601c6
000082,val,460,445,uint8,81.286,58.804,0,255,129.669,6be6bf33f02b174012bcf355d297d4751fda117c0302b14e3468e5f85d87dbce,1974e2502eb4851055e03c15855f8f3ec7d5d9343ebbfeb63c7451c26c356011
000083,val,460,445,uint8,81.576,57.825,0,255,128.204,b5b882fa5dc9adba37510094ab11b6ba4c015a992a374cabcb3e79022f065605,0df37326759f1444b3ead586d420227ade6617d3ed656a01cb8a6424f82f1c76
000084,val,460,445,uint8,81.023,57.82,0,255,127.18,2cf37e925ecb4840488cfef069718ae288c039b424e3b1579fef4da47477f1f4,e06ca7dd353ff395aee02899a1ec9619ecd705177187fb7179121f175a75c432
000085,val,460,445,uint8,80.936,58.503,0,255,124.498,3d55fa45802d1f5f1a7dd48d4ce5f2bf1dfc048822b4d027320e7b304476ee8f,cf2e2f3337878f7fee8b2cc70a83a15fe869afdb00fec3b1bc77d54ef90c72de
000086,val,460,445,uint8,80.765,59.063,0,255,123.421,c6bbe02869f34c2313d2689fd2f5c918ce2b666703f09b689c7d9d39b814ef6f,341de3d2b633543955ea2581818a9e08f519c3d78a4b448817c80561ab4a4f9f
000087,val,460,445,uint8,80.203,58.762,0,255,122.906,57ad5cc9147c664f7b42ce6db5c5287c6d9650e7e073e291243f86cb41b571df,59bead541cb5df56865ebbb7fda9acb7d6b27cabeab2e06965efe109c4b43375
000088,val,460,445,uint8,80.442,58.4,0,255,124.634,10ec83f1066b1926e47bd0ac887f5a651049edd6726b188293ab12bf149a8b1e,1069e25874a4b37df2399fa2136e01e3470e1ea113c6f8aecc2be141094b9938
000089,val,460,445,uint8,80.358,58.874,0,255,125.75,53bd6742a99739ce885876027f622d76e30d9c9da6cd739bc6ebe6ff8f4c0fd7,0ea7c737e6895d7e510a16d6232968e93ac18278ca1b1b20a30e718b336c078b
000090,val,460,445,uint8,80.699,59.503,0,255,128.012,970673a8adeea135c8ca4ee637fe93273728437e07bf983b471924ed58e89042,3182332b4fcd1579e4b9816b18ba1177808ec7097acb45d25c7dbf2b6cadebbc
000091,val,460,445,uint8,81.449,60.164,0,255,128.886,efdfa493a681e088ec90840f4b99a2af33b5477668cb12dbbe9aed9939497521,cf0c649270c91e78558707659ec897744517a3b4c4a294bcf75cf2dde183469a
000092,val,460,445,uint8,81.717,60.666,0,255,128.733,0603a9a04a8090424607a3b351146508bada0e43609a1ca5ea3ca382137aa542,6d4c9b5e57f9a1ec0e4067250b02e26d1c55cc32b9a218f092d3884236ccb849
000093,val,460,445,uint8,81.068,59.806,0,255,127.094,727088a8f1a6ab79cc29bae87c86d0808176103fb8fcf9ab2b383cb80ca75676,cacb9d2c606141f8efe00b0e72ee43b7f80ba682a7962170d971275e96b2aa35
000094,val,460,445,uint8,79.381,58.268,0,255,127.48,054b150784b2d2d8fd2696617232f7aa3224a8f8550f4460cc0b5254e4af9a2a,4f20b29ede7cc3300728b367b7ad6aceb8ab0942f0c6c8723eb4e07ff7132a73
000095,val,460,445,uint8,77.179,55.782,0,255,127.503,e2aee3ee3a7fb9cd46437787b2a85b79228a72f0b6450a20d9617caf03ccdf91,8fd5e658eb129ee7bfa9711961f8f40051f09a3112a4c053824dcc231db4f22c
000096,val,460,445,uint8,75.394,54.4,0,255,127.856,cf122bf95c39389a07b9362fcf1e6494cddf8c1c653ddf91f1a293ad54ad99d8,8290598f1352553e668420d8ba45bd68cbb9965829df76717c94d9dbb297dd50
000097,val,460,445,uint8,75.211,54.015,0,255,126.689,ed9fe7af2a771157cf5fb9f6a6ccad2079f1d2f7d32467ea9cbeed4a4825b757,9e05b34a2501577e2466b7cf96efc39b5648ef7ff3aaafeb8b3a022ca40067e9
000098,val,460,445,uint8,76.075,54.879,0,255,125.055,1e93773a5a517b42bf36cb6c7623efefe652cd423c35f5c085c5e97d5b5ef935,a53b94f6275a0465dafdb752088099d8b58bf4608ed9fb10907ca139ba08e6cd
000099,val,460,445,uint8,76.412,55.134,0,255,125.387,5001bbd0d1a4911b3efb4ea4705b5b4b3a6e1a3e9af251822536e5bf2c70003c,ea51355874a3ac36ac4aa9c86b197be7c78a98dabaaca63ffb3a6d8ad3f09c04
000100,val,460,445,uint8,77.608,56.306,0,255,125.325,c8ead3518443aa0455e74eed573d6dd88fbb60b97493a94ad216723fc014e543,d2100224222fde0a1654c5c1e78489151c3b7a0d28c68f75b2949721b78a6ee9
000101,val,460,445,uint8,78.575,56.321,0,255,124.718,7e670234ef89187136894ee032f811add8613e86005c1dcd3d8e3177ff952c1a,9cf1c6b0ad891c010dda1d224e8c73040cb0bb6997bbaa35f09a96ca24b31afe
000102,val,460,445,uint8,80.083,57.493,0,255,123.733,686a3222432333c8f3f22da5c17ad3abae0a1dbd400c7296c34e4fa941e10696,68364682549a5547fadb9cb01a224fc505aca339b2cb41b24fa0d4abedc44e93
000103,val,460,445,uint8,80.65,58.1,0,255,122.153,76a7e864ac71f56c48e28d0a9a907f40886f9f8a8b25d8532a0ac228bddd854a,527cc992b37ef6b24ad0efa0a70610b8a328ff1182ebc5755a482749ee5c7ad0
000104,val,460,445,uint8,80.921,58.637,0,255,122.742,9be602ca659865c13ea30aa04437cf4d9767a7821119ae4aab2958f189af76f8,5fda4d491d4fbd4aca634b441856a1475db484fe96fb209879c8fa0f084ed8a5
000105,val,460,445,uint8,82.075,59.564,0,255,123.698,58f40b7257d673d458bc79ef54b9f7d2f8fbb3c693410a156b76c2fe198915cc,5be8b32590d8ca050457fc03fe36fd0d508119d8d953f2732c07ac7c27ffb825
000106,val,460,445,uint8,81.538,59.468,0,255,122.833,8c72051346d851d08c5a9743cbb14713bc2f47ce6ddece01ff934305ca6dcc01,c12084efdb6aec46cc8bbad07063014af926d68cd505cef559df3e40193e1890
000107,val,460,445,uint8,80.915,59.243,0,255,122.043,e2a665fd102073f60f50702cfcd291dbf6ccb39f8394082d8831aaa551600499,aeccd4ed2ef0a3cbb9db0d98b985eae7edcfb238cf67c5809d09a33dd6f3ebd7
000108,val,460,445,uint8,81.398,59.418,0,255,120.831,fc3c2f89533c6c7dda5c7b43ae80ae40409bc0ea2b97b61f2ea29685def5960a,1c873cbb45cff95356a0d525820715498c5aabdd60c6d06e0c445216c7f7b4cf
000109,val,460,445,uint8,81.174,58.874,0,255,117.773,bca7eebb56e22fd912c5523f0af05604cdb7b6ee8e4f34a817c8a100efc018a5,e21b85011072d5cc77fef05dc5ce7cbdf5b29b893bd29bad0fbe052644311ff4
000110,val,460,445,uint8,82.13,58.832,0,255,112.301,24a5187eb990819cbe02ee425b4e894eb501d5254cd1302304ab4ee064288dc1,e82fca3fe5b19b63034d2a3469c9541cc48c38d8f1299adeb5ebf24ae7234e76
000111,val,460,445,uint8,81.776,58.444,0,255,116.686,368f0a82b0264e38186a075825af5fb1d6853288fdab5ba31a2abbf9c1b2ba38,9eb94fa10b9c7453c5556f9188a9d03b76030a2d0db59a8035c6a8a13dc2a114
000112,val,460,445,uint8,82.06,58.301,0,255,117.481,729b9e4af0398774f7f3f4a3beaa72ef05817616d9790a07f24ea576f82ca3e0,305225194534a84f3cbf0049458b357471e501725bbc6e5c9bf93aa06690a9f4
000113,val,460,445,uint8,82.853,58.406,0,255,117.178,47db2aef4ae51d5fe26cf6e095c73fd585c631873de5eb9291e8aaf9f3631931,bc19ad8343a031ec61a2f21abd23562ef5efbaee9d5705cf67300e711ee07d15
000114,val,460,445,uint8,86.988,60.232,0,255,118.448,28e3bbc3d35acadd9fa5b02f3a9a43710fd8d3b751463e5a3ed30a00cc5f83c0,f099069125e45aaa37b169cb3616d3666631e4fad535161566b63249a8de80f5
000115,val,460,445,uint8,88.579,60.233,0,255,120.833,bd1afe859f7e2ba3c3285e1f9ce5d9b5492d34326cc1506cf52feba21f0cdd19,1faf76e22236abf83a2ee5c160ac592d00b8ae58aeebf68601a548b2174ae6ac
000116,val,460,445,uint8,89.786,60.303,0,255,122.376,d07fc3888945bbc3784edd04d508081e364f3041d9daa6d0bf9008559f73354a,a409a5bc8d1f755139114a3928c20a0cef8e2a0209cf083a5260743b22f24b12
000117,val,460,445,uint8,89.458,59.892,0,255,123.689,d0ca22b1c69b1a7ae58fdbef9a8308d75ab14d729a553bbe26bccac85d3810f8,7d7e324a089c4f836990fd595223a6588c70c8ac9b95ad9c289ba27f53a3a75e
000118,val,460,445,uint8,87.579,59.462,0,255,125.043,7c41ee94ded2c96bd79129390e953847132cbbf0bd39f054a635c50811365a34,7816b828c8e71016f91ad0ebc9088d80169b6e23cb2dd7f4f48c706f70df6e08
000119,val,460,445,uint8,86.73,59.458,0,255,125.783,a9de4bb53a5c319cb9ed72acd46601d1b820a0bf4f1ea6554f81edc257595d85,eb62bdd2329136a5aec3c5ce19397b54cdf7fa51dca314b56da6bea1b97da2fb
000120,val,460,445,uint8,86.956,59.754,0,255,126.377,d725b38c721c2cd08005ff19516f1aa6c43f5a953f1a5e52a61d52c6e9dc9385,f994fc0cdf14b0ff540e581a5b3611b4f939aa0fc6c9e8aaf430a536096f8c7d
000121,val,460,445,uint8,86.837,59.986,0,255,126.794,bc4dcaca0625c85f3b4144f00a413e10418fb803f1ebcc62c5dbc33c928d36f4,4cb72aca9f0dc9d0da06ebef9b9d093479e833957c790a3d5666d7e275e3c1f3
000122,val,460,445,uint8,86.923,60.207,0,255,126.983,a224a4207678243c9c864cd137e7e321c0615ce7fbf51fecad545474131bf8ac,8044cfe20b22af22fb83bae97cf1664980b41007aa86dc4c00e33f5f64563bd2
000123,val,460,445,uint8,86.77,60.466,0,255,126.034,332352fb0bb98d7c4f20e2ba35919364d56860698b22b2c934a295dfcadec31b,ada5ee639e4aa63adbde795614c131dd0520356f92523dde3a282adac3e2f259
000124,val,460,445,uint8,86.585,60.595,0,255,125.162,4f8a5a794d24fce9eef7fac1d7ed0cc88fbb1ad0d5f31d4f98d01a5e516716dd,c08802042b431fddfc91805b76f4d856e571d7196eca973d19b53bf594803410
